FID,aminity,lat,lon,name,addressline,type,info
ambulancie_ksk.fid--1024a340_187273c7313_-5f89,Hospital,48.717194,21.251356,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Univerzitná nemocnica - Nemocnica svätého Michala, a. s.)","Ministerstvo vnútra SR, Centrum podpory Košice, Kuzmányho 8, 04102 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MDDr. Katar\u00edna Harmatov\u00e1 ako zubn\u00fd lek\u00e1r, MUDr. Ladislav Valach, PhD. ako lek\u00e1r, MUDr. \u013dubica \u0160ab\u00edkov\u00e1 ako in\u00fd zdravotn\u00edcky pracovn\u00edk - psychol\u00f3g, MUDr. M\u00e1ria Reisov\u00e1 ako lek\u00e1r, MUDr. Vladim\u00edr Rosina ako lek\u00e1r, MUDr. Milan Vysko\u010dil, PhD. ako lek\u00e1r, MUDr. Alexandra Hadriov\u00e1 ako lek\u00e1r, MUDr. Lucia Mihaleov\u00e1 ako lek\u00e1r, MUDr. Katar\u00edna Hricov\u00e1 ako lek\u00e1r, MUDr. Adriana Petrusov\u00e1 ako lek\u00e1r, MUDr. Eva Poluchov\u00e1 ako lek\u00e1r, MUDr. Alfonz Bala\u017eovi\u010d ako lek\u00e1r, MUDr. Ivan Andr\u00e9, PhD., MPH ako lek\u00e1r, MUDr. M\u00e1ria Mal\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f87,Hospital,48.718828,21.262222,"Všeobecná ambulancia pre deti a dorast, MUDr. Beáta Nemčoková, Košice-Staré Mesto, (AVITASK, s.r.o.)","Rooseveltova 806/18, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Be\u00e1ta Nem\u010dokov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f82,Hospital,48.726817,21.250076,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Vysokošpecializovaný odborný ústav geriatrický sv. Lukáša v Košiciach n. o.)","Strojárenská 1099/13, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Krist\u00edna Kop\u010dov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f80,Hospital,48.717194,21.251356,"Všeobecná ambulancia pre dospelých MUDr. Pavol Petróci, Košice-Staré Mesto, (Univerzitná nemocnica - Nemocnica svätého Michala, a. s.)","Ministerstvo vnútra SR, Centrum podpory Košice, Kuzmányho 8, 04102 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MDDr. Katar\u00edna Harmatov\u00e1 ako zubn\u00fd lek\u00e1r, MUDr. Ladislav Valach, PhD. ako lek\u00e1r, MUDr. \u013dubica \u0160ab\u00edkov\u00e1 ako in\u00fd zdravotn\u00edcky pracovn\u00edk - psychol\u00f3g, MUDr. M\u00e1ria Reisov\u00e1 ako lek\u00e1r, MUDr. Vladim\u00edr Rosina ako lek\u00e1r, MUDr. Milan Vysko\u010dil, PhD. ako lek\u00e1r, MUDr. Alexandra Hadriov\u00e1 ako lek\u00e1r, MUDr. Lucia Mihaleov\u00e1 ako lek\u00e1r, MUDr. Katar\u00edna Hricov\u00e1 ako lek\u00e1r, MUDr. Adriana Petrusov\u00e1 ako lek\u00e1r, MUDr. Eva Poluchov\u00e1 ako lek\u00e1r, MUDr. Alfonz Bala\u017eovi\u010d ako lek\u00e1r, MUDr. Ivan Andr\u00e9, PhD., MPH ako lek\u00e1r, MUDr. M\u00e1ria Mal\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f7f,Hospital,48.717194,21.251356,"Všeobecná ambulancia pre dospelých MUDr. Jana Rexová, Košice, Košice-Staré Mesto, (Univerzitná nemocnica - Nemocnica svätého Michala, a. s.)","Ministerstvo vnútra SR, Centrum podpory Košice, Kuzmányho 8, 04102 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MDDr. Katar\u00edna Harmatov\u00e1 ako zubn\u00fd lek\u00e1r, MUDr. Ladislav Valach, PhD. ako lek\u00e1r, MUDr. \u013dubica \u0160ab\u00edkov\u00e1 ako in\u00fd zdravotn\u00edcky pracovn\u00edk - psychol\u00f3g, MUDr. M\u00e1ria Reisov\u00e1 ako lek\u00e1r, MUDr. Vladim\u00edr Rosina ako lek\u00e1r, MUDr. Milan Vysko\u010dil, PhD. ako lek\u00e1r, MUDr. Alexandra Hadriov\u00e1 ako lek\u00e1r, MUDr. Lucia Mihaleov\u00e1 ako lek\u00e1r, MUDr. Katar\u00edna Hricov\u00e1 ako lek\u00e1r, MUDr. Adriana Petrusov\u00e1 ako lek\u00e1r, MUDr. Eva Poluchov\u00e1 ako lek\u00e1r, MUDr. Alfonz Bala\u017eovi\u010d ako lek\u00e1r, MUDr. Ivan Andr\u00e9, PhD., MPH ako lek\u00e1r, MUDr. M\u00e1ria Mal\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f7e,Hospital,48.72812,21.259463,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Železničné zdravotníctvo Košice, s.r.o.)","Masarykova 1632/9, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Libor Marko, CSc. ako lek\u00e1r, MUDr. Ferdinand He\u010dko ako lek\u00e1r, PhDr. Val\u00e9ria Samselyov\u00e1 ako in\u00fd zdravotn\u00edcky pracovn\u00edk - psychol\u00f3g""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f78,Hospital,48.72812,21.259463,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Železničné zdravotníctvo Košice, s.r.o.)","Masarykova 1632/9, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Libor Marko, CSc. ako lek\u00e1r, MUDr. Ferdinand He\u010dko ako lek\u00e1r, PhDr. Val\u00e9ria Samselyov\u00e1 ako in\u00fd zdravotn\u00edcky pracovn\u00edk - psychol\u00f3g""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f77,Hospital,48.72812,21.259463,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Železničné zdravotníctvo Košice, s.r.o.)","Masarykova 1632/9, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Libor Marko, CSc. ako lek\u00e1r, MUDr. Ferdinand He\u010dko ako lek\u00e1r, PhDr. Val\u00e9ria Samselyov\u00e1 ako in\u00fd zdravotn\u00edcky pracovn\u00edk - psychol\u00f3g""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f6f,Hospital,48.708988,21.257455,"GOLIANOVÁ s.r.o., Košice-Juh, (GOLIANOVÁ s.r.o.)","Rastislavova 773/42, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Alena Golianov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f6d,Hospital,48.718828,21.262222,"Všeobecná ambulancia pre deti a dorast, MUDr. Karolína Vasiľková, Košice-Staré Mesto, (ZANGL s.r.o.)","Rooseveltova 806/18, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Karol\u00edna Vasi\u013ekov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f68,Hospital,48.717194,21.251356,"Všeobecná ambulancia pre dospelých MUDr. Kristína Raganová, Košice-Staré Mesto, (Univerzitná nemocnica - Nemocnica svätého Michala, a. s.)","Ministerstvo vnútra SR, Centrum podpory Košice, Kuzmányho 8, 04102 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MDDr. Katar\u00edna Harmatov\u00e1 ako zubn\u00fd lek\u00e1r, MUDr. Ladislav Valach, PhD. ako lek\u00e1r, MUDr. \u013dubica \u0160ab\u00edkov\u00e1 ako in\u00fd zdravotn\u00edcky pracovn\u00edk - psychol\u00f3g, MUDr. M\u00e1ria Reisov\u00e1 ako lek\u00e1r, MUDr. Vladim\u00edr Rosina ako lek\u00e1r, MUDr. Milan Vysko\u010dil, PhD. ako lek\u00e1r, MUDr. Alexandra Hadriov\u00e1 ako lek\u00e1r, MUDr. Lucia Mihaleov\u00e1 ako lek\u00e1r, MUDr. Katar\u00edna Hricov\u00e1 ako lek\u00e1r, MUDr. Adriana Petrusov\u00e1 ako lek\u00e1r, MUDr. Eva Poluchov\u00e1 ako lek\u00e1r, MUDr. Alfonz Bala\u017eovi\u010d ako lek\u00e1r, MUDr. Ivan Andr\u00e9, PhD., MPH ako lek\u00e1r, MUDr. M\u00e1ria Mal\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f65,Hospital,48.708033,21.24471,"Všeobecná ambulancia pre dospelých, MUDr. Peter Smonický, Košice-Západ, (Ergomed Poliklinika, s.r.o.)","Moldavská 1360/21, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Mirwais Abdi ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f63,Hospital,48.718188,21.246042,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Nemocnica AGEL Košice-Šaca a.s.)","Žriedlová 3384/11, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Pavol Rusn\u00e1k, MBA ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f5f,Hospital,48.717932,21.256228,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Letecká vojenská nemocnica, a. s.)","Murgašova 1, 04086 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. \u013dubom\u00edr Hud\u00e1k ako lek\u00e1r, MUDr. Babjak Pavel ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f5e,Hospital,48.715814,21.231377,"Všeobecná ambulancia pre dospelých, Košice-Západ, (Poliklinika Centrum s.r.o.)","Brigádnická 2276/2A, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Eva Buks\u00e1rov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f5d,Hospital,48.731311,21.250681,"Všeobecná ambulancia pre deti a dorast, Košice-Sever, (DYNAMED s.r.o.)","Poliklinika Sever, Komenského 3678/37, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Dana Vojtkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f47,Hospital,48.717563,21.248099,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Nemocnica pre obvinených a odsúdených a Ústav na výkon trestu odňatia slobody Trenčín)","ÚVTOS a ÚVV, Floriánska 18, 04142 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. R\u00f3bert Fullka ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f46,Hospital,48.717563,21.248099,"Všeobecná ambulancia pre dospelých, MUDr. Andrea Olejárová, Košice-Staré Mesto, (Nemocnica pre obvinených a odsúdených a Ústav na výkon trestu odňatia slobody Trenčín)","ÚVTOS a ÚVV, Floriánska 18, 04142 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. R\u00f3bert Fullka ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f42,Hospital,48.715814,21.231377,"Všeobecná ambulancia pre deti a dorast, MUDr. Gabriela Gregová, Košice-Západ, (GRELEK s.r.o.)","Brigádnická 2276/2A, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Gabriela Gregov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f3f,Hospital,48.723648,21.257944,"Všeobecná ambulancia pre dospelých, MUDr. Mária Vargová, Košice-Staré Mesto, (Artemis DH s.r.o.)","Biela 262/2, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. M\u00e1ria Vargov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f3e,Hospital,48.731377,21.250591,"Všeobecná ambulancia pre dospelých, Košice-Sever, (Železničné zdravotníctvo Košice, s.r.o.)","Komenského 37/A, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Libor Marko, CSc. ako lek\u00e1r, MUDr. Ferdinand He\u010dko ako lek\u00e1r, PhDr. Val\u00e9ria Samselyov\u00e1 ako in\u00fd zdravotn\u00edcky pracovn\u00edk - psychol\u00f3g""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f3a,Hospital,48.70813,21.237199,"Všeobecná ambulancia pre dospelých, Košice-Západ, (URDAM s.r.o.)","Trieda SNP 339/88, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Lucia Ma\u010d\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f39,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre dospelých, Košice-Západ, (Albeka s.r.o.)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Karol\u00edna K\u00f6v\u00e1ryov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f35,Hospital,48.715814,21.231377,"Všeobecná ambulancia pre dospelých, MUDr. Júlia Horňáková, Košice-Západ, (BENESAN s.r.o.)","Brigádnická 2276/2A, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. J\u00falia Hor\u0148\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f33,Hospital,48.714765,21.216094,"Lavar GP s.r.o., Košice-Sídlisko KVP, (Lavar GP s.r.o.)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Ladislav Varga ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f31,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre deti a dorast, MUDr. Eva Berešová, Košice-Dargov.hrdinov, (LSK PLUS s.r.o.)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. M\u00e1ria Poledn\u00edkov\u00e1 ako lek\u00e1r, MUDr. Eva B\u00e9re\u0161ov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f2d,Hospital,48.726566,21.245656,"MEDI - LIVA s.r.o., Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (MEDI - LIVA s.r.o.)","Československej armády 1175/18, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Erna Vavrov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f29,Hospital,48.707854,21.259864,"Všeobecná ambulancia pre dospelých, Košice-Juh, (Medical group Košice s.r.o.)","Mudroňova 625/29, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""Mgr. Kremena Bakal\u00e1rov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f28,Hospital,48.717951,21.256237,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Univerzitná nemocnica - Nemocnica svätého Michala, a. s.)","Murgašova 1390/1, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Gabriela El-Momanyov\u00e1 ako lek\u00e1r, MUDr. Alexander Machava ako lek\u00e1r, Mgr. Monika Karalyosov\u00e1 ako zdravotn\u00edcky laborant, MUDr. Viera Sochov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f27,Hospital,48.717951,21.256237,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Univerzitná nemocnica - Nemocnica svätého Michala, a. s.)","Murgašova 1390/1, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""Mgr. Monika Karalyosov\u00e1 ako zdravotn\u00edcky laborant, MUDr. Gabriela El-Momanyov\u00e1 ako lek\u00e1r, MUDr. Viera Sochov\u00e1 ako lek\u00e1r, MUDr. Alexander Machava ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f26,Hospital,48.717951,21.256237,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Univerzitná nemocnica - Nemocnica svätého Michala, a. s.)","Murgašova 1390/1, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""Mgr. Monika Karalyosov\u00e1 ako zdravotn\u00edcky laborant, MUDr. Gabriela El-Momanyov\u00e1 ako lek\u00e1r, MUDr. Viera Sochov\u00e1 ako lek\u00e1r, MUDr. Alexander Machava ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f24,Hospital,48.72161,21.261904,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (ZANGL s.r.o.)","Mlynská 898/26, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Peter Vasi\u013eko ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f21,Hospital,48.721405,21.238406,"Všeobecná ambulancia pre dospelých, MUDr. Jarmila Kubíková, Košice-Západ, (MIJANIMITI s.r.o.)","Ondavská 1559/4, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Jarmila Kub\u00edkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f1e,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre dospelých, Košice-Západ, (PANACEUM s.r.o.)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Lenka Barbierik ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f1b,Hospital,48.733999,21.250172,"Všeobecná ambulancia pre dospelých, MUDr. Michal Vlčko, Košice-Sever, (MM3 Medical s. r. o.)","Tomášikova 151/8, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Milan Urda ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f19,Hospital,48.722164,21.237415,"MUDr. Fečíková Nikoleta-všeobecný lekár pre dospelých, Košice-Západ, (HUMEDIC s.r.o.)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Nikoleta Fe\u010d\u00edkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f15,Hospital,48.721414,21.238312,"Všeobecná ambulancia pre dospelých, MUDr. Valéria Kuráková, Košice-Západ, (VALS  s.r.o.)","Ondavská 1878/4A, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Val\u00e9ria Kur\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f14,Hospital,48.727288,21.251547,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (GH Medical s.r.o.)","Strojárenská 3426/11, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. M\u00e1ria Vargov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f13,Hospital,48.72161,21.261904,"Všeobecná ambulancia pre dospelých, MUDr. Peter Vasiľko, Košice-Staré Mesto, (GP CLINIC, s.r.o.)","Mlynská 898/26, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Peter Vasi\u013eko ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f12,Hospital,48.707854,21.259864,"Všeobecná ambulancia pre deti a dorast, Košice-Juh, (Medical group Košice s.r.o.)","Mudroňova 625/29, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Eva Zavadilikov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f0c,Hospital,48.734801,21.253739,"Všeobecná ambulancia pre dospelých, Košice-Sever, (MUCOMED s.r.o.)","Národná trieda 214/27, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. M\u00e1rio Baranovi\u010d ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f03,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre deti a dorast, MUDr.  Adriana Schuster, Košice-Dargov.hrdinov, (ELAPED s.r.o.)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Adriana Schuster ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5efb,Hospital,48.709149,21.255333,"Všeobecná ambulancia pre dospelých, Košice-Juh, (Univerzitná nemocnica L. Pasteura Košice)","Rastislavova 785/43, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Stanislav Andrejko ako zubn\u00fd lek\u00e1r, MUDr. \u013duboslav Be\u0148a , PhD. ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5efa,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre dospelých, Košice-Západ, (Univerzitná nemocnica L. Pasteura Košice)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. \u013duboslav Be\u0148a , PhD. ako lek\u00e1r, MUDr. Stanislav Andrejko ako zubn\u00fd lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5ee6,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre deti a dorast, Košice-Západ, (Detská fakultná nemocnica Košice)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Jana Kaiferov\u00e1, PhD. ako zubn\u00fd lek\u00e1r, doc. MUDr. Milan Kuchta, CSc. ako lek\u00e1r, PhDr. Miriam Mati, MPH ako sestra""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5ee4,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre dospelých, Košice-Sídlisko KVP, (VALERE s.r.o.)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Marta H\u00f6r\u010dikov\u00e1 ako lek\u00e1r""}"
kulturne_org_zriad_ksk.2,Culture,48.7198959,21.2591497,Východoslovenská galéria,"Východoslovenská galéria, 27, Hlavná, Stredné Mesto, Košice - mestská časť Staré Mesto, okres Košice I, Košice, Košický kraj, Východné Slovensko, 04001, Slovensko",galéria,"{""web"": ""http://www.vsg.sk/""}"
kulturne_org_zriad_ksk.5,Culture,48.72724805,21.253314604510706,Východoslovenské múzeum,"Východoslovenské múzeum, 2, Námestie Maratónu mieru, Letná, Košice - mestská časť Staré Mesto, okres Košice I, Košice, Košický kraj, Východné Slovensko, 04001, Slovensko",múzeum,"{""web"": ""http://www.vsmuzeum.sk/""}"
kulturne_org_zriad_ksk.8,Culture,48.7231234,21.2597069,Centrum kultúry Košického kraja,"960/9, Hrnčiarska, Stredné Mesto, Košice - mestská časť Staré Mesto, okres Košice I, Košice, Košický kraj, Východné Slovensko, 04001, Slovensko",kultúrne centrá a osvetové strediská,"{""web"": ""www.ckkk.sk""}"
kulturne_org_zriad_ksk.12,Culture,48.7211666,21.2565603,Verejná knižnica Jána Bocatia v Košiciach,"Košice Región Turizmus, 48, Hlavná, Stredné Mesto, Košice - mestská časť Staré Mesto, okres Košice I, Košice, Košický kraj, Východné Slovensko, 04001, Slovensko",knižnica,"{""web"": ""https://vkjb.sk/""}"
kulturne_org_zriad_ksk.17,Culture,48.72724805,21.253314604510706,Knižnica Východoslovenského múzea Košice,"Východoslovenské múzeum, 2, Námestie Maratónu mieru, Letná, Košice - mestská časť Staré Mesto, okres Košice I, Košice, Košický kraj, Východné Slovensko, 04001, Slovensko",knižnica,"{""web"": ""https://www.vsmuzeum.sk/o-nas/#library""}"
kulturne_org_zriad_ksk.25,Culture,48.7221307,21.262005,Divadlo Romathan v Košiciach,"4, Štefánikova, Stredné Mesto, Košice - mestská časť Staré Mesto, okres Košice I, Košice, Košický kraj, Východné Slovensko, 04001, Slovensko",divadlo,"{""web"": ""http://www.romathan.sk/""}"
